epoch,R_int,R_bc
1.0,132.043212890625,0.2470223754644394
2.0,163.0137176513672,0.14185133576393127
3.0,126.13448333740234,0.1829812228679657
4.0,146.0251922607422,0.10060517489910126
5.0,158.15045166015625,0.03816753625869751
6.0,143.0593719482422,0.04031568393111229
7.0,129.89085388183594,0.04949719086289406
8.0,124.92330932617188,0.02602919191122055
9.0,117.72816467285156,0.0019093167502433062
10.0,111.79536437988281,0.009644861333072186
11.0,113.09182739257812,0.03101908415555954
12.0,110.04505920410156,0.03177481144666672
13.0,102.92786407470703,0.020913176238536835
14.0,102.60505676269531,0.022891879081726074
15.0,107.4892578125,0.0343816839158535
16.0,108.08472442626953,0.034924961626529694
17.0,104.11649322509766,0.02365998737514019
18.0,102.49177551269531,0.01593921333551407
19.0,105.19329833984375,0.017329731956124306
20.0,108.05862426757812,0.018001893535256386
21.0,108.99858093261719,0.011322803795337677
22.0,110.51000213623047,0.0035379892215132713
23.0,113.57781982421875,0.0020868664141744375
24.0,116.7428207397461,0.004973326809704304
25.0,119.18445587158203,0.0055093164555728436
26.0,121.10388946533203,0.0024831986520439386
27.0,122.54216003417969,0.0004692774382419884
28.0,123.37256622314453,0.0021794855128973722
29.0,123.80078125,0.00477076880633831
30.0,124.08425903320312,0.004517813678830862
31.0,124.23831939697266,0.0021094330586493015
32.0,124.02030944824219,0.0009090659441426396
33.0,123.25051879882812,0.0018197823083028197
34.0,122.03128814697266,0.0025118114426732063
35.0,120.46337890625,0.0014388326089829206
36.0,118.6116714477539,0.00011141710274387151
37.0,116.74226379394531,0.00044947804417461157
38.0,115.12602233886719,0.0017785143572837114
39.0,113.72534942626953,0.0021819889079779387
40.0,112.50031280517578,0.001682201400399208
41.0,111.60415649414062,0.0018609825056046247
42.0,111.03467559814453,0.0029513307381421328
43.0,110.5521011352539,0.003574482863768935
44.0,110.05992126464844,0.0032390160486102104
45.0,109.7655258178711,0.002974939299747348
46.0,109.83081817626953,0.0032731136307120323
47.0,110.1515884399414,0.00329395174048841
48.0,110.63330078125,0.002573359292000532
49.0,111.32787322998047,0.0018429345218464732
50.0,112.18072509765625,0.0016285697929561138
51.0,112.99790954589844,0.001458848244510591
52.0,113.67041015625,0.0009585123625583947
53.0,114.23332977294922,0.0005438821972347796
54.0,114.74304962158203,0.0005461311084218323
55.0,115.20327758789062,0.0006011034711264074
56.0,115.5986328125,0.00038166012382134795
57.0,115.9121322631836,0.0001560495438752696
58.0,116.0901107788086,0.00019494668231345713
59.0,116.06306457519531,0.00029119764803908765
60.0,115.81312561035156,0.0002379587822360918
61.0,115.40103149414062,0.00021643524814862758
62.0,114.92455291748047,0.000381645979359746
63.0,114.45425415039062,0.0005498264799825847
64.0,114.02095794677734,0.000578660168685019
65.0,113.63549041748047,0.0006223134696483612
66.0,113.28199005126953,0.0007869491237215698
67.0,112.92811584472656,0.0009380928240716457
68.0,112.57560729980469,0.001002111122943461
69.0,112.27653503417969,0.001083409646525979
70.0,112.0843734741211,0.0011951061896979809
71.0,112.01634979248047,0.0012152425479143858
72.0,112.06493377685547,0.0011378563940525055
73.0,112.20154571533203,0.0010703648440539837
74.0,112.37290954589844,0.0010197418741881847
75.0,112.5342788696289,0.0009281224338337779
76.0,112.68161010742188,0.0008288198732770979
77.0,112.83609008789062,0.0007723561720922589
78.0,113.01043701171875,0.0007168442825786769
79.0,113.19819641113281,0.0006270345766097307
80.0,113.37493896484375,0.000550296506844461
81.0,113.50173950195312,0.000516316678840667
82.0,113.5459213256836,0.0004952607559971511
83.0,113.50607299804688,0.00048245632206089795
84.0,113.4103775024414,0.000501696951687336
85.0,113.29228210449219,0.0005354367312975228
86.0,113.17107391357422,0.0005526941386051476
87.0,113.0477523803711,0.0005684088100679219
88.0,112.90933227539062,0.000604089698754251
89.0,112.74329376220703,0.0006469550426118076
90.0,112.55574035644531,0.0006880181608721614
91.0,112.37287902832031,0.0007353142136707902
92.0,112.22358703613281,0.0007779008010402322
93.0,112.12263488769531,0.0007963142124935985
94.0,112.06634521484375,0.0007975882617756724
95.0,112.03669738769531,0.000796229112893343
96.0,112.01423645019531,0.0007896912866272032
97.0,111.9928970336914,0.0007768914801999927
98.0,111.98187255859375,0.0007640068652108312
99.0,111.99285125732422,0.0007461636560037732
100.0,112.02755737304688,0.0007163758855313063
101.0,112.0739517211914,0.0006830032798461616
102.0,112.11125946044922,0.0006564167561009526
103.0,112.1220932006836,0.0006370325572788715
104.0,112.10343933105469,0.0006253946339711547
105.0,112.06560516357422,0.0006222286028787494
106.0,112.0210952758789,0.0006212316802702844
107.0,111.97457122802734,0.0006182087236084044
108.0,111.9205093383789,0.0006181042990647256
109.0,111.84877014160156,0.0006248406134545803
110.0,111.75502014160156,0.0006372503703460097
111.0,111.64643859863281,0.0006541474722325802
112.0,111.53778076171875,0.0006723067490383983
113.0,111.44131469726562,0.0006857808330096304
114.0,111.35995483398438,0.0006933031836524606
115.0,111.28765869140625,0.0006984733045101166
116.0,111.21627807617188,0.0007031620480120182
117.0,111.1435546875,0.0007071530562825501
118.0,111.07505798339844,0.0007097558118402958
119.0,111.01879119873047,0.0007083306554704905
120.0,110.97758483886719,0.0007009815890341997
121.0,110.94611358642578,0.0006901259766891599
122.0,110.91429901123047,0.0006795861991122365
123.0,110.87425994873047,0.0006712053436785936
124.0,110.82532501220703,0.0006653583841398358
125.0,110.77246856689453,0.0006609256379306316
126.0,110.72030639648438,0.0006558293243870139
127.0,110.66817474365234,0.0006501741008833051
128.0,110.61042785644531,0.000646263943053782
129.0,110.5413589477539,0.0006457635900005698
130.0,110.46016693115234,0.0006487284554168582
131.0,110.37199401855469,0.0006537914741784334
132.0,110.28365325927734,0.0006586161907762289
133.0,110.19859313964844,0.0006618229672312737
134.0,110.11514282226562,0.0006642211228609085
135.0,110.02935791015625,0.0006671098526567221
136.0,109.93958282470703,0.0006708400323987007
137.0,109.84856414794922,0.0006745981518179178
138.0,109.76130676269531,0.0006768032326363027
139.0,109.68062591552734,0.0006763007258996367
140.0,109.60498809814453,0.0006737009971402586
141.0,109.52989196777344,0.0006705613923259079
142.0,109.45169830322266,0.0006679705693386495
143.0,109.37040710449219,0.0006659603677690029
144.0,109.28866577148438,0.0006637187907472253
145.0,109.2085189819336,0.0006604734226129949
146.0,109.12884521484375,0.0006565818330273032
147.0,109.04615020751953,0.0006532671395689249
148.0,108.95734405517578,0.0006515152053907514
149.0,108.86229705810547,0.0006513192784041166
150.0,108.763671875,0.0006518381414934993
151.0,108.66423034667969,0.0006521120667457581
152.0,108.56436157226562,0.0006519953021779656
153.0,108.46228790283203,0.0006521011237055063
154.0,108.3560562133789,0.0006530528189614415
155.0,108.24598693847656,0.0006547403754666448
156.0,108.13442993164062,0.0006563642527908087
157.0,108.02388763427734,0.000657087832223624
158.0,107.91476440429688,0.0006567500531673431
159.0,107.8053970336914,0.0006559202447533607
160.0,107.69388580322266,0.0006551906699314713
161.0,107.57978820800781,0.000654714647680521
162.0,107.46443176269531,0.0006540551548823714
163.0,107.3492660522461,0.0006526786019094288
164.0,107.23413848876953,0.0006506465142592788
165.0,107.11731719970703,0.0006485127378255129
166.0,106.99695587158203,0.0006469083018600941
167.0,106.87263488769531,0.0006459126598201692
168.0,106.74540710449219,0.0006452084053307772
169.0,106.61652374267578,0.0006443243473768234
170.0,106.48603820800781,0.0006432674126699567
171.0,106.35277557373047,0.0006423825398087502
172.0,106.21562194824219,0.0006420426652766764
173.0,106.07467651367188,0.0006421892321668565
174.0,105.9311752319336,0.0006424130406230688
175.0,105.78627014160156,0.0006422968581318855
176.0,105.64006042480469,0.0006418117554858327
177.0,105.4916000366211,0.0006412392249330878
178.0,105.3400650024414,0.0006408406188711524
179.0,105.1855697631836,0.0006405685562640429
180.0,105.02906036376953,0.0006400924758054316
181.0,104.87113952636719,0.0006391845527105033
182.0,104.71150207519531,0.0006379322148859501
183.0,104.54907989501953,0.000636675045825541
184.0,104.38313293457031,0.0006356422672979534
185.0,104.2137680053711,0.0006347872549667954
186.0,104.04161071777344,0.0006338622188195586
187.0,103.86703491210938,0.0006327457376755774
188.0,103.68949890136719,0.0006315679056569934
189.0,103.50826263427734,0.000630594789981842
190.0,103.32286834716797,0.000629924819804728
191.0,103.13372802734375,0.0006294118938967586
192.0,102.94145202636719,0.0006288309814408422
193.0,102.74624633789062,0.0006281076348386705
194.0,102.54769897460938,0.0006273395847529173
195.0,102.34524536132812,0.0006266742129810154
196.0,102.13880157470703,0.0006261607632040977
197.0,101.92875671386719,0.0006256189662963152
198.0,101.715576171875,0.0006248708232305944
199.0,101.49913787841797,0.0006239337963052094
200.0,101.27894592285156,0.0006229603895917535
201.0,101.05458068847656,0.0006220459472388029
202.0,100.82597351074219,0.0006212000735104084
203.0,100.59337615966797,0.0006203113007359207
204.0,100.35700988769531,0.0006192799191921949
205.0,100.11656951904297,0.0006181752542033792
206.0,99.87158203125,0.0006171457353048027
207.0,99.62171936035156,0.000616250850725919
208.0,99.36711120605469,0.0006154316943138838
209.0,99.10798645019531,0.0006145739462226629
210.0,98.84439086914062,0.0006136496085673571
211.0,98.57599639892578,0.0006127197993919253
212.0,98.30249786376953,0.0006118713645264506
213.0,98.02378845214844,0.0006110948161222041
214.0,97.74003601074219,0.0006103226915001869
